"ngram_full","ngram_tail","ngram_head","freq"
"had tucked","tucked","had",3
"had turned","turned","had",50
"had two","two","had",287
"had us","us","had",22
"had violated","violated","had",10
"had was","was","had",63
"had when","when","had",35
"had where","where","had",4
"had whipped","whipped","had",3
"had with","with","had",147
"had won","won","had",72
"had written","written","had",71
"had yards","yards","had",8
"had your","your","had",39
"hadn t","t","hadn",637
"hadnt a","a","hadnt",2
"hah hah","hah","hah",3
"haha Agreed","Agreed","haha",5
"haha Got","Got","haha",5
"haha I","I","haha",484
"haha RT","RT","haha",31
"haha The","The","haha",26
"haha You","You","haha",25
"haha but","but","haha",38
"haha hey","hey","haha",11
"haha its","its","haha",31
"haha no","no","haha",43
"haha not","not","haha",10
"haha only","only","haha",3
"haha thanks","thanks","haha",54
"haha that","that","haha",91
"haha true","true","haha",8
"haha what","what","haha",30
"haha x","x","haha",2
"haha you","you","haha",84
"hahah D","D","hahah",2
"hahah i","i","hahah",9
"hahaha I","I","hahaha",110
"hahaha oh","oh","hahaha",10
"hahaha u","u","hahaha",2
"hahaha wow","wow","hahaha",3
"hahaha yeah","yeah","hahaha",21
"hahahah i","i","hahahah",5
"hair Black","Black","hair",2
"hair and","and","hair",279
"hair cropped","cropped","hair",2
"hair cut","cut","hair",63
"hair day","day","hair",13
"hair for","for","hair",38
"hair got","got","hair",3
"hair in","in","hair",67
"hair is","is","hair",148
"hair loss","loss","hair",6
"hair now","now","hair",5
"hair only","only","hair",3
"hair red","red","hair",9
"hair takes","takes","hair",2
"hair to","to","hair",27
"hair when","when","hair",13
"hair your","your","hair",2
"haircutting incident","incident","haircutting",3
"half If","If","half",2
"half Irish","Irish","half",3
"half a","a","half",336
"half baked","baked","half",2
"half but","but","half",28
"half dozen","dozen","half",31
"half expected","expected","half",4
"half full","full","half",30
"half gallons","gallons","half",2
"half hour","hour","half",121
"half in","in","half",46
"half of","of","half",996
"half ounces","ounces","half",2
"half share","share","half",2
"half tank","tank","half",2
"half the","the","half",406
"half to","to","half",68
"half when","when","half",23
"half years","years","half",43
"halftime I","I","halftime",4
"halftime The","The","halftime",9
"halftime and","and","halftime",8
"halfway and","and","halfway",2
"halfyear s","s","halfyear",2
"hall I","I","hall",12
"hall She","She","hall",2
"hall at","at","hall",13
"halls at","at","halls",2
"halls to","to","halls",4
"halls were","were","halls",3
"hallway and","and","hallway",12
"hallway is","is","hallway",4
"halo of","of","halo",4
"halt as","as","halt",2
"halt by","by","halt",2
"halt the","the","halt",20
"halt today","today","halt",2
"halved the","the","halved",6
"hamper international","international","hamper",2
"hampered by","by","hampered",25
"hamsters on","on","hamsters",2
"hamstring injury","injury","hamstring",27
"hand And","And","hand",26
"hand I","I","hand",139
"hand That","That","hand",9
"hand a","a","hand",21
"hand after","after","hand",10
"hand and","and","hand",269
"hand at","at","hand",59
"hand for","for","hand",53
"hand from","from","hand",18
"hand goes","goes","hand",2
"hand if","if","hand",35
"hand in","in","hand",186
"hand is","is","hand",84
"hand it","it","hand",65
"hand over","over","hand",75
"hand should","should","hand",3
"hand side","side","hand",23
"hand some","some","hand",5
"hand than","than","hand",3
"hand to","to","hand",142
"hand were","were","hand",4
"hand written","written","hand",7
"hand you","you","hand",34
"handcut frites","frites","handcut",3
"handed down","down","handed",46
"handed it","it","handed",29
"handed out","out","handed",80
"handed over","over","handed",37
"handed power","power","handed",2
"handed to","to","handed",33
"handeye coordination","coordination","handeye",5
"handful of","of","handful",407
"handheld phone","phone","handheld",2
"handle but","but","handle",4
"handle in","in","handle",10
"handle on","on","handle",29
"handle the","the","handle",169
"handle their","their","handle",12
"handle your","your","handle",15
"handling and","and","handling",14
"handling they","they","handling",2
"hands His","His","hands",3
"hands No","No","hands",3
"hands Yup","Yup","hands",2
"hands and","and","hands",256
"hands dirty","dirty","hands",22
"hands in","in","hands",80
"hands of","of","hands",254
"hands on","on","hands",180
"hands so","so","hands",6
"hands to","to","hands",63
"hands with","with","hands",52
"handshake I","I","handshake",3
"handy for","for","handy",19
"handy reference","reference","handy",2
"handy to","to","handy",11
"hang as","as","hang",2
"hang out","out","hang",479
"hang with","with","hang",70
"hanging around","around","hanging",62
"hanging in","in","hanging",60
"hanging out","out","hanging",307
"hanging some","some","hanging",2
"hanging up","up","hanging",28
"hanging with","with","hanging",69
"hangout I","I","hangout",4
"hangover and","and","hangover",5
"happen I","I","happen",145
"happen On","On","happen",6
"happen The","The","happen",43
"happen Where","Where","happen",3
"happen With","With","happen",4
"happen and","and","happen",86
"happen because","because","happen",9
"happen before","before","happen",14
"happen but","but","happen",52
"happen if","if","happen",83
"happen in","in","happen",177
"happen lol","lol","happen",9
"happen on","on","happen",43
"happen or","or","happen",11
"happen to","to","happen",519
"happen today","today","happen",17
"happen with","with","happen",45
"happened All","All","happened",3
"happened As","As","happened",4
"happened However","However","happened",2
"happened I","I","happened",104
"happened In","In","happened",2
"happened The","The","happened",43
"happened and","and","happened",94
"happened because","because","happened",19
"happened exactly","exactly","happened",3
"happened for","for","happened",14
"happened in","in","happened",254
"happened on","on","happened",50
"happened so","so","happened",29
"happened to","to","happened",857
"happened when","when","happened",33
"happening I","I","happening",46
"happening and","and","happening",39
"happening at","at","happening",39
"happening now","now","happening",34
"happening right","right","happening",41
"happenings in","in","happenings",4
"happens Last","Last","happens",2
"happens My","My","happens",5
"happens a","a","happens",16
"happens after","after","happens",16
"happens again","again","happens",21
"happens all","all","happens",20
"happens at","at","happens",33
"happens can","can","happens",2
"happens for","for","happens",41
"happens in","in","happens",139
"happens into","into","happens",2
"happens it","it","happens",14
"happens to","to","happens",384
"happens until","until","happens",5
"happens we","we","happens",15
"happens when","when","happens",205
"happens you","you","happens",12
"happiness If","If","happiness",2
"happy D","D","happy",11
"happy Easter","Easter","happy",18
"happy I","I","happy",221
"happy My","My","happy",11
"happy When","When","happy",7
"happy You","You","happy",14
"happy and","and","happy",223
"happy anniversary","anniversary","happy",10
"happy birthday","birthday","happy",438
"happy ending","ending","happy",38
"happy for","for","happy",218
"happy hour","hour","happy",223
"happy hump","hump","happy",3
"happy if","if","happy",36
"happy in","in","happy",46
"happy late","late","happy",4
"happy medium","medium","happy",8
"happy my","my","happy",16
"happy new","new","happy",50
"happy one","one","happy",14
"happy side","side","happy",5
"happy to","to","happy",1044
"happy when","when","happy",65
"happy where","where","happy",4
"happy with","with","happy",392
"happy you","you","happy",70
"harassed and","and","harassed",6
"harassing phone","phone","harassing",3
"harassment and","and","harassment",23
"harbor any","any","harbor",5
"harbour some","some","harbour",2
"hard He","He","hard",10
"hard I","I","hard",132
"hard Im","Im","hard",2
"hard It","It","hard",17
"hard and","and","hard",257
"hard as","as","hard",129
"hard decision","decision","hard",20
"hard earned","earned","hard",14
"hard for","for","hard",329
"hard hard","hard","hard",5
"hard he","he","hard",23
"hard in","in","hard",67
"hard labor","labor","hard",5
"hard like","like","hard",14
"hard line","line","hard",9
"hard not","not","hard",88
"hard of","of","hard",9
"hard off","off","hard",5
"hard play","play","hard",6
"hard question","question","hard",6
"hard right","right","hard",19
"hard sell","sell","hard",5
"hard surface","surface","hard",4
"hard time","time","hard",257
"hard times","times","hard",67
"hard to","to","hard",2214
"hard way","way","hard",41
"hard we","we","hard",17
"hard work","work","hard",423
"hardboiled egg","egg","hardboiled",3
"harder and","and","harder",59
"harder for","for","harder",76
"harder thing","thing","harder",2
"hardest decisions","decisions","hardest",3
"hardest thing","thing","hardest",54
"hardest to","to","hardest",35
"hardly fits","fits","hardly",2
"hardly had","had","hardly",7
"hardship for","for","hardship",5
"hardships of","of","hardships",5
"hardware and","and","hardware",22
"hardware store","store","hardware",21
"harkens back","back","harkens",5
"harm to","to","harm",41
"harmony I","I","harmony",6
"harmony If","If","harmony",2
"harmony in","in","harmony",2
"harmony with","with","harmony",16
"harnessed to","to","harnessed",8
"harvest the","the","harvest",11
"has EVER","EVER","has",5
"has Gingrich","Gingrich","has",3
"has The","The","has",18
"has a","a","has",4417
"has about","about","has",87
"has acknowledged","acknowledged","has",17
"has acquired","acquired","has",19
"has actually","actually","has",50
"has again","again","has",7
"has allowed","allowed","has",91
"has already","already","has",430
"has also","also","has",381
"has always","always","has",397
"has an","an","has",588
"has any","any","has",71
"has anything","anything","has",33
"has appeared","appeared","has",51
"has approached","approached","has",4
"has as","as","has",30
"has assembled","assembled","has",9
"has attracted","attracted","has",33
"has awesome","awesome","has",7
"has become","become","has",716
"has been","been","has",8833
"has begun","begun","has",133
"has benefited","benefited","has",16
"has better","better","has",21
"has black","black","has",4
"has blessed","blessed","has",18
"has brought","brought","has",120
"has carved","carved","has",7
"has caught","caught","has",20
"has certainly","certainly","has",30
"has changed","changed","has",296
"has character","character","has",2
"has children","children","has",4
"has cleared","cleared","has",13
"has climbed","climbed","has",16
"has come","come","has",375
"has compiled","compiled","has",10
"has completed","completed","has",20
"has continued","continued","has",42
"has contributed","contributed","has",20
"has created","created","has",128
"has defeated","defeated","has",2
"has denied","denied","has",35
"has descended","descended","has",3
"has devised","devised","has",2
"has devoted","devoted","has",9
"has dibs","dibs","has",2
"has died","died","has",93
"has done","done","has",395
"has dropped","dropped","has",63
"has earned","earned","has",44
"has eased","eased","has",8
"has embraced","embraced","has",16
"has enabled","enabled","has",15
"has encountered","encountered","has",7
"has encouraged","encouraged","has",8
"has enjoyed","enjoyed","has",19
"has especially","especially","has",2
"has ever","ever","has",251
"has evolved","evolved","has",47
"has extended","extended","has",12
"has failed","failed","has",81
"has far","far","has",15
"has few","few","has",11
"has finally","finally","has",92
"has fought","fought","has",21
"has found","found","has",143
"has fruit","fruit","has",2
"has garnered","garnered","has",18
"has generated","generated","has",23
"has given","given","has",241
"has gone","gone","has",307
"has got","got","has",142
"has gotten","gotten","has",148
"has graduated","graduated","has",9
"has great","great","has",78
"has grown","grown","has",177
"has had","had","has",507
"has happened","happened","has",172
"has he","he","has",30
"has heard","heard","has",38
"has helped","helped","has",157
"has her","her","has",75
"has hit","hit","has",56
"has home","home","has",5
"has honored","honored","has",3
"has ice","ice","has",2
"has in","in","has",125
"has indeed","indeed","has",15
"has injected","injected","has",6
"has insisted","insisted","has",6
"has issued","issued","has",36
"has it","it","has",254
"has its","its","has",201
"has joined","joined","has",43
"has just","just","has",265
"has kept","kept","has",68
"has known","known","has",32
"has learned","learned","has",61
"has led","led","has",133
"has left","left","has",119
"has less","less","has",31
"has like","like","has",16
"has liked","liked","has",4
"has literally","literally","has",7
"has little","little","has",59
"has lived","lived","has",86
"has loaned","loaned","has",4
"has long","long","has",152
"has looked","looked","has",22
"has lost","lost","has",183
"has lots","lots","has",38
"has made","made","has",543
"has maybe","maybe","has",5
"has me","me","has",105
"has merit","merit","has",6
"has more","more","has",271
"has my","my","has",69
"has nearly","nearly","has",23
"has needs","needs","has",5
"has never","never","has",458
"has no","no","has",711
"has not","not","has",907
"has nothing","nothing","has",155
"has noticed","noticed","has",12
"has now","now","has",201
"has often","often","has",37
"has one","one","has",159
"has only","only","has",146
"has operated","operated","has",8
"has other","other","has",23
"has over","over","has",36
"has overseen","overseen","has",7
"has passed","passed","has",118
"has performed","performed","has",25
"has picked","picked","has",34
"has pitched","pitched","has",10
"has plans","plans","has",17
"has played","played","has",146
"has pleaded","pleaded","has",41
"has plenty","plenty","has",50
"has potential","potential","has",12
"has produced","produced","has",52
"has projected","projected","has",4
"has proposed","proposed","has",54
"has published","published","has",22
"has pursued","pursued","has",4
"has pushed","pushed","has",18
"has put","put","has",122
"has racked","racked","has",3
"has really","really","has",112
"has reduced","reduced","has",19
"has regular","regular","has",2
"has released","released","has",36
"has rendered","rendered","has",8
"has replaced","replaced","has",16
"has revealed","revealed","has",26
"has risen","risen","has",53
"has rooms","rooms","has",7
"has ruled","ruled","has",19
"has said","said","has",373
"has saved","saved","has",19
"has seen","seen","has",203
"has set","set","has",75
"has shrunk","shrunk","has",14
"has signed","signed","has",49
"has since","since","has",168
"has slashed","slashed","has",6
"has so","so","has",121
"has some","some","has",359
"has something","something","has",80
"has spent","spent","has",153
"has started","started","has",118
"has stood","stood","has",26
"has stuck","stuck","has",16
"has such","such","has",78
"has suddenly","suddenly","has",14
"has suffered","suffered","has",48
"has surged","surged","has",3
"has taken","taken","has",375
"has talked","talked","has",25
"has taped","taped","has",2
"has taught","taught","has",59
"has teamed","teamed","has",8
"has texted","texted","has",2
"has the","the","has",1430
"has their","their","has",70
"has though","though","has",2
"has thought","thought","has",5
"has to","to","has",1851
"has told","told","has",53
"has travelled","travelled","has",3
"has tried","tried","has",62
"has two","two","has",189
"has undergone","undergone","has",17
"has until","until","has",21
"has used","used","has",86
"has value","value","has",8
"has virtually","virtually","has",4
"has weighed","weighed","has",3
"has won","won","has",207
"has work","work","has",7
"has worked","worked","has",216
"has wowed","wowed","has",2
"has written","written","has",106
"has yet","yet","has",199
"hashtag is","is","hashtag",11
"hashtags in","in","hashtags",2
"hasn t","t","hasn",1078
"hasnt made","made","hasnt",4
"hastened his","his","hastened",2
"hasty in","in","hasty",3
"hat as","as","hat",3
"hat going","going","hat",2
"hat he","he","hat",3
"hat on","on","hat",34
"hat that","that","hat",12
"hat trick","trick","hat",28
"hate I","I","hate",31
"hate a","a","hate",18
"hate all","all","hate",17
"hate being","being","hate",101
"hate campaign","campaign","hate",3
"hate change","change","hate",2
"hate for","for","hate",25
"hate how","how","hate",57
"hate it","it","hate",281
"hate mahomies","mahomies","hate",2
"hate me","me","hate",96
"hate mornings","mornings","hate",3
"hate not","not","hate",18
"hate on","on","hate",77
"hate school","school","hate",22
"hate seeing","seeing","hate",27
"hate the","the","hate",278
"hate themselves","themselves","hate",2
"hate this","this","hate",83
"hate to","to","hate",184
"hate when","when","hate",309
"hate working","working","hate",7
"hate writing","writing","hate",6
"hate you","you","hate",200
"hated him","him","hated",8
"hated me","me","hated",12
"hated the","the","hated",32
"hater purpose","purpose","hater",2
"hates that","that","hates",8
"hates them","them","hates",10
"hates to","to","hates",15
"hath not","not","hath",5
"hatin so","so","hatin",3
"hating on","on","hating",50
"hatred that","that","hatred",3
"haul her","her","haul",3
"haul in","in","haul",8
"haunted houses","houses","haunted",2
"haunting and","and","haunting",8
"have A","A","have",20
"have ATT","ATT","have",2
"have And","And","have",19
"have FUN","FUN","have",3
"have Facebook","Facebook","have",8
"have Happy","Happy","have",6
"have Hey","Hey","have",2
"have I","I","have",289
"have If","If","have",25
"have McDonalds","McDonalds","have",2
"have My","My","have",13
"have THE","THE","have",8
"have The","The","have",56
"have They","They","have",18
"have Well","Well","have",3
"have Youtube","Youtube","have",2
"have a","a","have",13053
"have abandoned","abandoned","have",11
"have about","about","have",105
"have access","access","have",122
"have accompanied","accompanied","have",2
"have added","added","have",87
"have adequate","adequate","have",8
"have all","all","have",411
"have allowed","allowed","have",57
"have already","already","have",409
"have also","also","have",319
"have always","always","have",333
"have an","an","have",1480
"have and","and","have",189
"have another","another","have",217
"have ants","ants","have",2
"have any","any","have",1101
"have anything","anything","have",196
"have apologized","apologized","have",6
"have approximately","approximately","have",5
"have are","are","have",39
"have around","around","have",15
"have arrested","arrested","have",13
"have asked","asked","have",135
"have at","at","have",156
"have attended","attended","have",17
"have baked","baked","have",6
"have barely","barely","have",9
"have battled","battled","have",6
"have become","become","have",337
"have been","been","have",9373
"have begged","begged","have",2
"have big","big","have",46
"have bonded","bonded","have",3
"have both","both","have",93
"have bought","bought","have",56
"have brought","brought","have",74
"have bulked","bulked","have",2
"have called","called","have",94
"have cards","cards","have",4
"have cause","cause","have",6
"have caused","caused","have",59
"have changed","changed","have",218
"have chosen","chosen","have",107
"have chronic","chronic","have",5
"have closed","closed","have",37
"have come","come","have",474
"have coming","coming","have",9
"have connected","connected","have",6
"have consistently","consistently","have",14
"have contributed","contributed","have",46
"have converged","converged","have",3
"have cost","cost","have",50
"have covered","covered","have",22
"have cracked","cracked","have",9
"have created","created","have",98
"have criticised","criticised","have",2
"have cut","cut","have",37
"have days","days","have",47
"have decided","decided","have",163
"have declined","declined","have",38
"have devastating","devastating","have",5
"have developed","developed","have",58
"have dietary","dietary","have",2
"have differences","differences","have",2
"have dinner","dinner","have",35
"have discovered","discovered","have",55
"have discussed","discussed","have",18
"have diversity","diversity","have",3
"have done","done","have",765
"have either","either","have",38
"have employees","employees","have",9
"have encountered","encountered","have",13
"have enjoyed","enjoyed","have",69
"have enough","enough","have",288
"have essentially","essentially","have",5
"have even","even","have",91
"have ever","ever","have",379
"have everything","everything","have",71
"have exp","exp","have",2
"have experienced","experienced","have",71
"have faced","faced","have",34
"have faith","faith","have",94
"have fallen","fallen","have",114
"have fans","fans","have",14
"have filed","filed","have",47
"have finally","finally","have",70
"have first","first","have",18
"have fond","fond","have",11
"have for","for","have",208
"have forgiven","forgiven","have",5
"have forgotten","forgotten","have",54
"have found","found","have",355
"have free","free","have",41
"have friends","friends","have",92
"have fun","fun","have",495
"have funn","funn","have",4
"have games","games","have",14
"have garnered","garnered","have",6
"have generously","generously","have",3
"have girls","girls","have",3
"have given","given","have",243
"have gone","gone","have",400
"have good","good","have",126
"have got","got","have",159
"have gotten","gotten","have",287
"have granted","granted","have",5
"have greater","greater","have",13
"have grown","grown","have",100
"have guests","guests","have",5
"have had","had","have",1131
"have half","half","have",23
"have halted","halted","have",4
"have hated","hated","have",8
"have headphones","headphones","have",5
"have heard","heard","have",239
"have held","held","have",45
"have helped","helped","have",136
"have her","her","have",142
"have herpes","herpes","have",3
"have hidden","hidden","have",9
"have him","him","have",141
"have hosted","hosted","have",9
"have i","i","have",27
"have improved","improved","have",22
"have in","in","have",407
"have industrial","industrial","have",2
"have info","info","have",7
"have insomnia","insomnia","have",9
"have insurance","insurance","have",19
"have invented","invented","have",9
"have invited","invited","have",12
"have is","is","have",114
"have it","it","have",793
"have just","just","have",330
"have keep","keep","have",2
"have kept","kept","have",89
"have kids","kids","have",95
"have known","known","have",193
"have largely","largely","have",14
"have laws","laws","have",6
"have leaves","leaves","have",2
"have led","led","have",69
"have less","less","have",79
"have liked","liked","have",73
"have little","little","have",127
"have lived","lived","have",89
"have lobbyists","lobbyists","have",2
"have long","long","have",144
"have lost","lost","have",292
"have lots","lots","have",107
"have loved","loved","have",103
"have lusted","lusted","have",2
"have made","made","have",708
"have many","many","have",168
"have matching","matching","have",6
"have measured","measured","have",3
"have mentioned","mentioned","have",38
"have met","met","have",104
"have mini","mini","have",4
"have minutes","minutes","have",21
"have mirrors","mirrors","have",2
"have missed","missed","have",106
"have money","money","have",57
"have more","more","have",681
"have moved","moved","have",98
"have multiple","multiple","have",32
"have my","my","have",579
"have names","names","have",10
"have near","near","have",7
"have never","never","have",708
"have nice","nice","have",17
"have no","no","have",1905
"have not","not","have",938
"have nothing","nothing","have",260
"have noticed","noticed","have",94
"have now","now","have",151
"have often","often","have",45
"have on","on","have",229
"have one","one","have",612
"have online","online","have",9
"have only","only","have",207
"have or","or","have",47
"have ordered","ordered","have",22
"have our","our","have",230
"have over","over","have",59
"have peace","peace","have",16
"have people","people","have",79
"have phones","phones","have",3
"have picked","picked","have",59
"have pictures","pictures","have",28
"have plan","plan","have",4
"have planes","planes","have",2
"have plans","plans","have",44
"have pledged","pledged","have",11
"have popped","popped","have",11
"have portrayed","portrayed","have",3
"have previously","previously","have",20
"have produced","produced","have",30
"have programs","programs","have",6
"have protested","protested","have",3
"have proven","proven","have",34
"have provided","provided","have",42
"have published","published","have",14
"have punched","punched","have",2
"have pushed","pushed","have",30
"have put","put","have",150
"have question","question","have",4
"have raved","raved","have",4
"have read","read","have",159
"have reading","reading","have",6
"have really","really","have",88
"have received","received","have",126
"have recently","recently","have",69
"have refused","refused","have",15
"have relationships","relationships","have",5
"have relied","relied","have",6
"have resorted","resorted","have",9
"have responded","responded","have",23
"have returned","returned","have",46
"have revenue","revenue","have",2
"have said","said","have",420
"have salary","salary","have",2
"have samples","samples","have",2
"have saved","saved","have",63
"have secret","secret","have",3
"have secured","secured","have",11
"have seemed","seemed","have",29
"have seen","seen","have",596
"have settled","settled","have",19
"have shown","shown","have",127
"have similar","similar","have",35
"have six","six","have",31
"have sizable","sizable","have",2
"have slept","slept","have",12
"have slow","slow","have",2
"have so","so","have",340
"have some","some","have",1142
"have someone","someone","have",102
"have something","something","have",311
"have spent","spent","have",145
"have split","split","have",12
"have spoken","spoken","have",44
"have sponsored","sponsored","have",3
"have spread","spread","have",8
"have started","started","have",144
"have stayed","stayed","have",75
"have still","still","have",34
"have stopped","stopped","have",54
"have succeeded","succeeded","have",20
"have such","such","have",205
"have suffered","suffered","have",61
"have sufficient","sufficient","have",5
"have suggestions","suggestions","have",16
"have sunshine","sunshine","have",7
"have supported","supported","have",31
"have surgery","surgery","have",20
"have sustained","sustained","have",5
"have swept","swept","have",4
"have switched","switched","have",7
"have taken","taken","have",382
"have talent","talent","have",10
"have taught","taught","have",35
"have that","that","have",520
"have the","the","have",3847
"have their","their","have",414
"have them","them","have",286
"have they","they","have",38
"have things","things","have",36
"have this","this","have",343
"have thought","thought","have",154
"have three","three","have",130
"have tickets","tickets","have",30
"have time","time","have",385
"have to","to","have",12059
"have told","told","have",107
"have too","too","have",144
"have tried","tried","have",172
"have trouble","trouble","have",81
"have truly","truly","have",10
"have two","two","have",341
"have u","u","have",97
"have until","until","have",84
"have updated","updated","have",13
"have used","used","have",242
"have various","various","have",8
"have very","very","have",89
"have video","video","have",10
"have voiced","voiced","have",4
"have wanted","wanted","have",44
"have with","with","have",142
"have woken","woken","have",5
"have won","won","have",216
"have wonderful","wonderful","have",13
"have worked","worked","have",187
"have you","you","have",1151
"have your","your","have",373
"haven t","t","haven",2805
"havens for","for","havens",2
"havent been","been","havent",133
"havent played","played","havent",7
"havent read","read","havent",30
"havent seen","seen","havent",78
"havent spoken","spoken","havent",7
"having a","a","having",1868
"having an","an","having",205
"having another","another","having",33
"having been","been","having",142
"having come","come","having",8
"having done","done","having",12
"having flashbacks","flashbacks","having",3
"having fun","fun","having",220
"having given","given","having",9
"having her","her","having",31
"having his","his","having",34
"having it","it","having",61
"having its","its","having",16
"having just","just","having",23
"having lived","lived","having",9
"having long","long","having",6
"having lots","lots","having",10
"having me","me","having",56
"having money","money","having",7
"having no","no","having",43
"having received","received","having",7
"having recently","recently","having",5
"having so","so","having",36
"having some","some","having",84
"having taken","taken","having",11
"having the","the","having",354
"having three","three","having",12
"having to","to","having",621
"having twins","twins","having",4
"having used","used","having",7
"having won","won","having",15
"having you","you","having",68
"having your","your","having",36
"he I","I","he",24
"he a","a","he",37
"he accepted","accepted","he",25
"he added","added","he",249
"he adds","adds","he",37
"he already","already","he",36
"he also","also","he",270
"he and","and","he",509
"he appeared","appeared","he",39
"he appears","appears","he",29
"he appreciated","appreciated","he",5
"he approached","approached","he",18
"he asked","asked","he",207
"he be","be","he",84
"he beat","beat","he",20
"he became","became","he",152
"he began","began","he",110
"he being","being","he",3
"he believed","believed","he",81
"he believes","believes","he",158
"he birdied","birdied","he",2
"he broke","broke","he",47
"he brought","brought","he",68
"he built","built","he",29
"he calls","calls","he",79
"he came","came","he",227
"he can","can","he",1075
"he cannot","cannot","he",52
"he cant","cant","he",70
"he cares","cares","he",30
"he catches","catches","he",5
"he cause","cause","he",2
"he checks","checks","he",5
"he chose","chose","he",53
"he claimed","claimed","he",29
"he committed","committed","he",22
"he completely","completely","he",5
"he considers","considers","he",30
"he continues","continues","he",49
"he convinced","convinced","he",4
"he could","could","he",967
"he couldn","couldn","he",158
"he d","d","he",647
"he declined","declined","he",27
"he described","described","he",53
"he deserves","deserves","he",54
"he did","did","he",1008
"he didn","didn","he",552
"he didnt","didnt","he",207
"he died","died","he",129
"he discusses","discusses","he",6
"he displayed","displayed","he",10
"he dived","dived","he",2
"he divided","divided","he",2
"he does","does","he",520
"he doesn","doesn","he",462
"he doesnt","doesnt","he",194
"he dresses","dresses","he",2
"he drew","drew","he",16
"he enjoyed","enjoyed","he",27
"he ever","ever","he",72
"he expects","expects","he",96
"he explained","explained","he",63
"he felt","felt","he",164
"he finally","finally","he",66
"he finds","finds","he",94
"he first","first","he",70
"he fixed","fixed","he",3
"he fled","fled","he",16
"he flung","flung","he",3
"he followed","followed","he",33
"he follows","follows","he",24
"he found","found","he",163
"he funny","funny","he",4
"he gave","gave","he",173
"he get","get","he",50
"he gets","gets","he",317
"he goes","goes","he",130
"he got","got","he",506
"he grabbed","grabbed","he",19
"he graduated","graduated","he",32
"he had","had","he",2373
"he hadn","hadn","he",60
"he has","has","he",2263
"he hasn","hasn","he",93
"he hates","hates","he",27
"he hath","hath","he",11
"he heard","heard","he",97
"he hired","hired","he",17
"he holds","holds","he",22
"he hopes","hopes","he",105
"he imagines","imagines","he",7
"he insisted","insisted","he",32
"he interviewed","interviewed","he",4
"he is","is","he",3207
"he isn","isn","he",78
"he joins","joins","he",5
"he just","just","he",302
"he knew","knew","he",265
"he knocked","knocked","he",13
"he knows","knows","he",274
"he learned","learned","he",82
"he left","left","he",222
"he lets","lets","he",20
"he like","like","he",26
"he literally","literally","he",10
"he looked","looked","he",106
"he looks","looks","he",146
"he lost","lost","he",96
"he loved","loved","he",74
"he loves","loves","he",158
"he made","made","he",325
"he may","may","he",194
"he means","means","he",36
"he met","met","he",119
"he might","might","he",228
"he missed","missed","he",47
"he must","must","he",128
"he nearly","nearly","he",12
"he needed","needed","he",140
"he needs","needs","he",257
"he never","never","he",280
"he noticed","noticed","he",31
"he of","of","he",20
"he offered","offered","he",42
"he often","often","he",44
"he only","only","he",74
"he or","or","he",168
"he paid","paid","he",32
"he passed","passed","he",44
"he passes","passes","he",12
"he pauses","pauses","he",3
"he planned","planned","he",38
"he played","played","he",151
"he playing","playing","he",4
"he plays","plays","he",73
"he pleaded","pleaded","he",22
"he plied","plied","he",2
"he possesses","possesses","he",2
"he posted","posted","he",15
"he presided","presided","he",3
"he probably","probably","he",57
"he pulled","pulled","he",52
"he purchased","purchased","he",11
"he put","put","he",87
"he puts","puts","he",39
"he quickly","quickly","he",22
"he quits","quits","he",3
"he raced","raced","he",6
"he ran","ran","he",106
"he rather","rather","he",3
"he reached","reached","he",39
"he really","really","he",194
"he recalls","recalls","he",12
"he received","received","he",122
"he receives","receives","he",19
"he released","released","he",14
"he repeatedly","repeatedly","he",14
"he replied","replied","he",32
"he represents","represents","he",12
"he reshaped","reshaped","he",2
"he right","right","he",7
"he rode","rode","he",13
"he runs","runs","he",35
"he s","s","he",4333
"he said","said","he",6265
"he sank","sank","he",4
"he saw","saw","he",265
"he say","say","he",36
"he says","says","he",1060
"he scored","scored","he",47
"he seeks","seeks","he",16
"he seems","seems","he",66
"he sent","sent","he",56
"he served","served","he",53
"he set","set","he",37
"he shared","shared","he",23
"he shines","shines","he",2
"he shot","shot","he",46
"he should","should","he",309
"he sighed","sighed","he",2
"he simply","simply","he",21
"he sits","sits","he",22
"he sometimes","sometimes","he",15
"he spends","spends","he",29
"he spent","spent","he",94
"he spoke","spoke","he",54
"he spotted","spotted","he",8
"he squared","squared","he",2
"he started","started","he",156
"he starts","starts","he",46
"he still","still","he",231
"he supported","supported","he",14
"he tapped","tapped","he",5
"he tells","tells","he",94
"he tested","tested","he",3
"he that","that","he",30
"he the","the","he",28
"he thinks","thinks","he",209
"he thought","thought","he",237
"he threw","threw","he",57
"he told","told","he",427
"he too","too","he",36
"he took","took","he",325
"he tried","tried","he",123
"he trying","trying","he",6
"he turned","turned","he",86
"he use","use","he",12
"he used","used","he",143
"he uses","uses","he",55
"he vehemently","vehemently","he",2
"he want","want","he",21
"he wanted","wanted","he",415
"he wants","wants","he",449
"he was","was","he",6375
"he wasn","wasn","he",231
"he wasnt","wasnt","he",90
"he welcomes","welcomes","he",9
"he went","went","he",286
"he were","were","he",82
"he wil","wil","he",2
"he will","will","he",1045
"he witnessed","witnessed","he",10
"he won","won","he",255
"he wore","wore","he",36
