"ngram_full","freq"
"expert",575
"expertise",226
"experts",708
"expiration",43
"expire",104
"explain",1143
"explained",692
"explaining",308
"explains",418
"explanation",375
"explanations",69
"explode",138
"exploded",142
"explodes",31
"exploitable",2
"exploiting",36
"exploits",41
"exploration",141
"exploratory",23
"explore",485
"explored",112
"explorer",28
"explores",82
"exploring",263
"explosion",234
"explosive",139
"explosives",73
"expo",65
"exponentially",34
"exported",28
"exporters",17
"exposed",370
"exposing",82
"exposure",341
"exposé",8
"express",486
"expressed",482
"expressing",152
"expression",384
"expressions",109
"expulsion",21
"expulsionssuspensions",3
"exquisite",92
"extend",336
"extended",578
"extending",161
"extension",369
"extensive",285
"extensively",65
"extent",369
"exterior",140
"extermination",14
"external",159
"extinct",42
"extinguish",18
"extinguisher",27
"extra",2015
"extract",162
"extraction",37
"extracurricular",28
"extrajudicial",2
"extraordinaire",25
"extraordinarily",68
"extraordinary",298
"extras",107
"extreme",485
"extremely",1036
"extremes",54
"extremism",40
"extremists",61
"exwifes",7
"exworker",2
"eye",1867
"eyedrops",2
"eyeing",32
"eyelid",11
"eyeliner",35
"eyeopener",15
"eyeopening",25
"eyes",3092
"eyesight",28
"eyesore",20
"eying",4
"f",223
"fabby",10
"fabled",20
"fabric",664
"fabulous",768
"face",4828
"facebook",727
"faced",583
"faces",1075
"facetoface",48
"facets",29
"facial",181
"facilitate",79
"facilitates",18
"facilitating",34
"facilitator",25
"facilities",507
"facility",756
"facing",691
"facsimile",11
"fact",4774
"factor",589
"factors",459
"factory",343
"facts",616
"faculty",320
"fade",150
"faded",202
"fading",89
"fail",820
"failed",1373
"failing",408
"fails",293
"failure",875
"failures",191
"faint",114
"fair",1532
"fairly",695
"fairness",135
"fairweather",3
"fairy",242
"faith",1357
"faithbased",38
"faithful",253
"faithfulness",28
"fajitas",14
"fake",693
"faking",26
"fall",3256
"fallen",491
"falling",906
"fallout",75
"falls",532
"false",602
"falsehood",14
"falsely",45
"fam",384
"fame",280
"famed",85
"familiar",942
"familiarize",10
"families",1780
"family",9201
"familyfriendly",45
"familyfriends",4
"familys",87
"familyyou",2
"famines",5
"famous",1167
"famously",91
"fan",2739
"fanatical",23
"fanboy",13
"fanboys",8
"fanciest",8
"fancy",503
"fangs",18
"fanned",33
"fanpage",10
"fans",3307
"fantabulous",13
"fantasies",63
"fantastic",1132
"fantastically",19
"fantasy",562
"fantasyfootball",5
"far",6624
"farI",5
"farce",44
"fare",278
"fares",118
"faring",9
"farm",673
"farmer",194
"farmers",469
"farmfresh",6
"farmhouse",44
"farming",109
"farms",190
"farreaching",35
"fart",90
"farther",158
"farthest",27
"fascinated",152
"fascinating",387
"fascination",71
"fashion",1189
"fashioned",125
"fasho",11
"fast",2094
"fastball",125
"faster",793
"fastest",201
"fastgrowing",30
"fastpaced",32
"fat",1366
"fatal",174
"fate",368
"fated",9
"father",2353
"fatherinlaw",34
"fathers",278
"fatigue",115
"fattest",11
"fattuesday",3
"fault",555
"faults",66
"fav",316
"fave",222
"favicon",2
"favor",804
"favorable",108
"favorite",4690
"favorited",10
"favorites",518
"favors",163
"favour",112
"favoured",17
"favourite",552
"favs",51
"fax",53
"faze",13
"fazed",8
"fb",285
"fealty",5
"fear",1646
"feared",186
"fearless",79
"fears",394
"fearthe",3
"feasible",48
"feasibly",4
"feast",175
"feaster",3
"feat",190
"feathers",135
"feature",1111
"featured",704
"features",1210
"featuring",692
"feckless",10
"fed",337
"federal",2819
"federation",29
"fee",581
"feed",856
"feedback",539
"feeder",32
"feeders",16
"feeding",297
"feel",11177
"feelers",5
"feeling",3669
"feelings",944
"feels",1872
"fees",706
"feet",2525
"feild",2
"fell",1972
"fellas",65
"fellaz",2
"fellow",1092
"fellowship",76
"feloniously",3
"felt",3732
"felting",5
"female",1041
"feminine",119
"feminist",131
"fence",361
"fences",72
"fennel",66
"fenugreek",9
"feral",34
"fermentation",43
"fermenter",10
"fermenters",10
"fern",14
"ferociously",14
"ferry",108
"fertility",79
"festival",743
"festivities",121
"festooned",8
"feta",40
"fetal",30
"fetch",52
"fetus",35
"feudal",9
"fever",207
"few",11567
"fewer",656
"ff",197
"fiance",60
"fiancee",32
"fiancée",26
"fibbed",3
"fiber",283
"fiberglass",16
"fibre",24
"fibrous",6
"fibula",5
"fickle",31
"fict",2
"fiction",621
"fictional",128
"fictitious",28
"fidgeting",7
"fie",2
"field",2668
"fielder",114
"fields",430
"fierce",168
"fierceness",4
"fifteen",126
"fifth",747
"fifthgeneration",6
"fiftyyear",2
"fig",49
"fight",2305
"fighting",1014
"figure",1960
"figured",806
"figures",770
"figuring",188
"file",646
"filed",1085
"filers",12
"files",348
"filet",47
"filing",370
"fill",1155
"filled",1488
"filler",41
"fillet",21
"filling",571
"fillings",34
"filly",10
"film",3653
"filmed",179
"filmic",4
"filming",249
"filmmaker",117
"filmmakers",128
"films",964
"filter",153
"fina",32
"final",3235
"finale",338
"finalists",127
"finality",14
"finalized",82
"finally",3644
"finals",492
"finance",444
"finances",223
"financial",1943
"financially",200
"financing",241
"find",10630
"finding",1410
"findings",335
"finds",761
"fine",2633
"fineart",2
"fined",106
"finely",146
"fines",170
"finest",194
"fing",26
"finger",546
"fingers",788
"fingertip",10
"fingertips",60
"finish",2035
"finished",2714
"finisher",42
"finishers",25
"finishes",154
"finishing",550
"finna",99
"fire",2639
"firearm",56
"fired",745
"firefighter",89
"firefighters",296
"fireplace",124
"firesale",4
"firestorm",24
"firetrucks",7
"firewood",19
"fireworks",183
"firing",229
"firm",1290
"firmly",206
"firms",359
"first",24160
"firstgraders",7
"firsthand",77
"firstquarter",84
"firstround",225
"firstrounders",10
"firstterm",17
"fiscal",506
"fish",1275
"fishies",6
"fishing",439
"fishtail",7
"fishy",32
"fist",163
"fit",1778
"fitness",374
"fits",386
"fitting",247
"fittings",24
"five",4795
"fiveacre",5
"fivemember",20
"fiveyear",166
"fix",968
"fixed",571
"fixedincome",6
"fixing",169
"fixit",5
"fk",25
"flag",331
"flags",158
"flagship",66
"flakes",99
"flame",138
"flames",169
"flammability",2
"flammable",20
"flap",71
"flared",39
"flareup",5
"flash",368
"flashbacks",54
"flashed",67
"flashing",101
"flashy",75
"flat",740
"flattering",58
"flattery",20
"flattop",2
"flavor",815
"flavored",121
"flavors",488
"flavour",151
"flavourless",3
"flavours",68
"flaw",83
"flawed",149
"flawless",102
"flawlessly",19
"flaws",170
"flaxseed",18
"flea",82
"fleas",24
"fled",182
"fleece",49
"fleeces",7
"fleeing",66
"fleeting",48
"flesh",286
"flew",361
"flexi",2
"flexibility",199
"flexible",203
"flick",125
"flicker",26
"flickers",7
"flier",34
"flight",1117
"flights",361
"flimsy",30
"flip",353
"flipped",124
"flipping",98
"flips",52
"flirts",15
"float",140
"floating",217
"flocked",29
"flocks",16
"flogging",4
"flood",304
"flooded",108
"flooding",155
"floodrisk",2
"floor",1939
"floors",287
"flopped",46
"flops",67
"flour",602
"flourish",86
"flourishes",22
"flours",19
"flow",646
"flower",528
"flowers",1062
"flowing",237
"flown",117
"flows",133
"floyds",2
"flu",231
"fluently",9
"fluff",40
"fluid",194
"flulike",13
"flung",38
"fluoride",15
"flurry",63
"flush",92
"flustered",18
"flute",58
"fluttered",13
"flwng",4
"fly",1003
"flyaway",3
"flyer",77
"flying",749
"fmr",4
"fo",79
"foam",191
"foamposites",3
"focus",2100
"focused",951
"focuses",197
"focusing",358
"focussed",25
"focussing",5
"foes",48
"fog",198
"fold",245
"folded",134
"folder",144
"folding",98
"folk",290
"folklore",28
"folks",1507
"follow",8972
"followDM",2
"followed",2168
"follower",402
"followers",2204
"following",4753
"follows",756
"followthrough",10
"followup",150
"followw",5
"fond",165
"fondant",23
"food",6440
"foodcourt",3
"foodrelated",6
"foods",646
"foodtruck",5
"foolin",8
"fooling",32
"foolish",167
"foolishness",31
"fools",156
"foot",1626
"football",2107
"footer",35
"footfall",5
"foothigh",12
"footloose",7
"footnotes",19
"for",210990
"forage",18
"foray",42
"forbidden",91
"force",1684
"forced",1191
"forceful",50
"forcefully",27
"forces",763
"forcing",289
"forearm",40
"forecast",341
"forecheck",10
"foreclose",17
"foreclosed",47
"foreclosure",254
"foreclosures",113
"forefront",73
"forehand",8
"foreheads",15
"foreign",810
"foreigner",18
"foreigners",89
"foremost",100
"foreseeable",33
"forest",314
"forever",1466
"forfeit",35
"forger",3
"forgery",28
"forget",2411
"forgetfulness",10
"forgets",44
"forgetting",145
"forgive",389
"forgiven",107
"forgiveness",176
"forgot",1083
"forgotten",534
"fork",198
"form",2273
"formal",378
"formality",21
"formally",157
"format",345
"formations",46
"formats",57
"formatted",8
"formed",478
"former",4033
"formerly",212
"formidable",89
"forming",146
"forms",629
"formula",310
"fornication",9
"forprofit",65
"forsure",18
"fort",69
"forth",539
"forthright",16
"fortified",39
"fortitude",27
"fortnight",33
"fortuitous",10
"fortunate",271
"fortunately",42
"fortune",264
"forum",266
"forums",105
"forward",5204
"foster",324
"fostering",34
"fought",405
"foul",341
"found",8285
"foundation",523
"founded",356
"founder",413
"founding",158
"fountain",117
"four",5749
"fourcourse",11
"fourcylinder",16
"fourhit",5
"fourpage",5
"fourpitch",2
"fours",20
"foursquare",29
"fourstory",17
"fourth",1348
"fourthgeneration",9
"fouryear",171
"fox",124
"foxonlinecom",2
"fraction",110
"fractional",8
"fracture",51
"fragrance",68
"fragrant",65
"frail",32
"frame",551
"framed",159
"frames",180
"framework",132
"franchise",488
"franchises",72
"frantic",54
"fraud",408
"fraying",4
"freak",263
"freakin",172
"freaking",446
"freaks",81
"freaky",58
"free",6749
"freeborn",2
"freed",84
"freedom",906
"freedoms",65
"freehand",6
"freeholders",29
"freelance",135
"freely",184
"freestanding",22
"freethrows",4
"freezer",218
"freezing",215
"freinds",8
"french",172
"frenetic",22
"frens",3
"frenzied",28
"frenzy",86
"frequent",289
"frequently",485
"fresh",2068
"freshbaked",8
"freshly",160
"freshman",513
"freshmen",116
"freshpicked",2
"frets",13
"fri",32
"friEND",2
"friday",413
"fridge",365
"fried",478
"friend",5665
"friendlier",14
"friendly",668
"friends",7820
"friendship",393
"friendships",131
"friendslol",3
"fries",331
"frightened",106
"frightening",132
"frightful",13
"frills",19
"fringe",76
"frisbee",23
"frisky",9
"frites",20
"fritter",9
"fritters",21
"frm",57
"fro",37
"frog",125
"from",74383
"front",3701
"frontrunner",59
"frosted",32
"frosting",191
"frosty",36
"froth",11
"froze",68
"frozen",481
"frugal",44
"fruit",1076
"fruits",266
"frustrated",376
"frustrating",308
"frustration",314
"frustrations",80
"fry",194
"fuc",7
"fudgy",3
"fuel",684
"fueled",109
"fuels",90
"fulcrum",3
"fulfill",143
"fulfilling",103
"fulfilment",6
"full",5035
"fullcount",4
"fulls",2
"fulltime",301
"fully",1037
"fumble",69
"fumes",50
"fumigation",3
"fun",7722
"function",420
"functional",148
"functionality",54
"functioning",96
"functions",221
"fund",951
"funded",323
"funding",1091
"fundraiser",270
"fundraising",296
"funds",1008
"funeral",323
"funhouse",10
"funn",22
"funnel",55
"funneling",19
"funner",6
"funnest",12
"funnier",83
"funniest",159
"funny",2710
"fur",182
"furious",105
"furlongs",14
"furlough",28
"furloughs",25
"furnaces",16
"furnish",11
"furnished",44
"furniture",530
"furry",66
"further",2005
"furthering",14
"fury",71
"fuschia",6
"fuselage",7
"fusion",87
"futher",3
"futility",31
"future",3883
"futures",128
"futuristic",41
"fuzzy",113
"fwd",66
"g",929
"ga",17
"gadget",56
"gadgets",91
"gaff",4
"gag",84
"gaga",40
"gain",865
"gained",464
"gainful",7
"gaining",228
"gains",353
"gal",142
"gala",90
"galaxy",55
"gallery",361
"gallon",298
"gallons",139
"gallop",16
"galore",37
"gambled",13
"gamblers",27
"gambling",223
"game",12468
"gameday",24
"games",4748
"gametime",20
"gamewe",2
"gamewinning",58
"gaming",227
"ganache",33
"gander",13
"gang",430
"gangs",93
"gangster",55
"gap",395
"gar",3
"garage",554
"garbage",301
"garbanzo",9
"garden",1151
"gardeners",52
"gardening",183
"gardens",280
"garish",20
"garland",18
"garlic",617
"garment",63
"garments",44
"garnered",72
"garnish",97
"garnishes",7
"garnishing",7
"garrison",11
"garter",10
"gas",1643
"gasoline",253
"gasor",2
"gasp",60
"gastax",4
"gastric",15
"gastronomy",14
"gate",330
"gated",51
"gather",356
"gathered",434
"gathering",411
"gauge",153
"gauges",18
"gave",3811
"gay",1298
"gaze",121
"gazelle",6
"gear",529
"gearing",74
"gears",75
"gee",40
"geekery",7
"geeking",8
"gefilte",4
"gel",114
"gelding",10
"gem",155
"gems",109
"gender",342
"gene",72
"genealogy",33
"general",2198
"generalinsurance",2
"generally",904
"generals",49
"generate",298
"generated",261
"generates",66
"generating",129
"generation",725
"generic",151
"generosity",110
"generous",375
"generously",91
"genetic",150
"genetics",36
"genocide",86
"genre",353
"genres",98
"genteel",13
"gentle",320
"gentleman",194
"gentlemanly",13
"gentlemen",120
"gentleness",12
"gently",370
"gents",30
"genuine",250
"genuinely",163
"geographic",47
"geometry",53
"geriatric",13
"german",25
"germinate",6
"germs",46
"gestational",9
"gestures",66
"get",42587
"getaway",78
"getha",2
"gets",3929
"gettin",334
"getting",9445
"getup",10
"gf",85
"ghetto",103
"ghost",280
"ghosts",124
"giant",785
"giants",119
"gift",1842
"gifted",165
"gifts",687
"gig",369
"gigantic",87
"giggling",60
"gigs",118
"gin",132
"ginger",271
"gingerbread",39
"gingham",17
"gins",5
"girl",5217
"girlfriEND",2
"girlfriend",650
"girlfriends",125
"girls",3238
"girly",96
"give",9076
"giveaway",323
"giveaways",122
"given",3495
"givers",13
"gives",2016
"giving",2858
"glad",2402
"gladly",90
"glamor",5
"glamour",59
"glance",161
"glanced",72
"glare",58
"glares",9
"glass",1544
"glasses",563
"glassware",28
"glassy",14
"glean",27
"gleefully",26
"glide",36
"glimmers",5
"glimpse",212
"glitch",39
"glitches",36
"glitter",194
"glittery",28
"glitz",11
"global",931
"globe",196
"gloom",43
"glorified",41
"glorious",275
"glory",415
"glossy",80
"glove",125
"gloves",214
"glowing",122
"glowingly",3
"glucose",36
"glue",211
"glued",114
"glues",7
"glutathione",6
"gluten",122
"glutenfree",96
"gm",50
"gmail",64
"gna",7
"gnr",2
"go",24811
"goal",2662
"goalie",157
"goalies",27
"goalkeeper",62
"goals",1477
"goand",2
"goats",76
"goblet",6
"goblets",8
"god",1165
"godfathers",3
"gods",232
"goes",3858
"goggles",48
"goin",448
"going",23611
"gold",1057
"golden",581
"golf",722
"golfer",55
"golfers",52
"golfing",39
"gon",168
"gone",3184
"gongs",5
"gonna",4246
"good",29367
"goodI",8
"goodbye",314
"goodbyes",38
"goodie",45
"goodies",217
"goodlooking",32
"goodness",514
"goodnight",237
"goodnite",7
"goods",522
"goodwill",68
"goody",24
"gooey",40
"google",320
"goopy",5
"goose",77
"gooseberries",4
"gorgeous",951
"gosh",192
"gospel",239
"gossip",136
"got",20079
"gotchu",10
"goth",19
"goto",130
"gotta",1769
"gotten",1192
"gouge",11
"gouging",9
"gourmet",120
"gov",99
"governance",102
"governing",143
"government",4447
"governmental",50
"governmentfunded",6
"governments",515
"governor",1033
"governors",165
"govt",75
"gown",170
"grab",686
"grabbed",380
"grabbing",134
"grabs",131
"grace",510
"graceful",72
"gracious",108
"graciously",56
"grad",232
"grade",932
"grader",71
"gradually",210
"graduate",623
"graduated",358
"graduates",215
"graduating",212
"graduation",501
"grammar",157
"grammy",19
"grams",141
"grand",718
"grandchildren",199
"granddaughter",79
"grandma",281
"grandmother",399
"grandpa",106
"grandparents",236
"grandson",130
"granita",6
"granny",63
"granola",91
"grant",544
"granted",450
"granting",55
"grants",285
"granules",19
"grape",144
"grapes",193
"graphic",319
"graphical",13
"graphics",128
"graphite",7
"grasp",192
"grasping",41
"grassy",56
"grated",118
"grateful",677
"gratifying",50
"gratitude",198
"gravely",19
"gray",401
"graying",10
"graze",19
"greasy",80
"great",19615
"greater",917
"greatest",1104
"greatgrandson",9
"greatly",347
"greatness",170
"greats",47
"greedy",95
"green",2349
"greenhouse",111
"greens",222
"greeted",153
"greeting",109
"greetings",45
"gregarious",13
"grenades",25
"grew",1184
"grey",275
"grid",138
"grief",294
"grill",301
"grilled",371
"grilling",84
"grin",129
"grind",267
"grinded",7
"grinder",28
"grinding",94
"grinned",23
"grins",22
"grit",62
"groans",16
"groceries",141
"grocery",543
"groom",86
"gross",383
"ground",1992
"grounded",171
"grounder",47
"grounds",361
"group",5328
"groups",1778
"grow",1763
"growers",78
"growing",1866
"growler",24
"grown",918
"grownups",43
"grows",298
"growth",1632
"gruen",2
"grunt",20
"gtg",8
"guacamole",56
"guarantee",346
"guaranteed",257
"guarantees",109
"guard",1002
"guarded",69
"guarding",38
"guards",260
"gucci",20
"gud",40
"guess",3230
"guessed",139
"guesses",40
"guessing",257
"guest",808
"guestlist",11
"guests",733
"guey",2
"guidance",260
"guide",646
"guided",141
"guidelines",305
"guides",138
"guiding",86
"guillotine",10
"guilt",257
"guilty",1042
"guitar",694
"guitars",96
"gulf",28
"gullet",7
"gulping",7
"gumption",7
"gun",916
"gunfire",50
"gungho",8
"gunman",70
"gunmen",30
"gunna",135
"gunning",25
"gunshot",87
"gunshots",38
"gut",193
"gutsy",27
"gutted",46
"guy",4695
"guys",5858
"guzzling",10
"gym",1005
"gynecologists",5
"gypsy",47
"gyrating",9
"ha",1129
"haaha",6
"habit",328
"habits",296
"hacked",264
"hacking",126
"hackles",8
"hackneyed",5
"hacks",19
"hacksaw",4
"had",45210
"hadhave",3
"hadn",637
"hadnt",290
"hah",119
"haha",3848
"hahaa",36
"hahah",270
"hahaha",866
"hahahah",76
"hahahaha",192
"hahahahaha",56
"hahahhaa",5
"hair",3109
"hairand",3
"haircut",188
"haircutting",5
"haired",32
"hairless",9
"half",4843
"halfJew",4
"halfday",11
"halfdozen",56
"halfempty",9
"halfexpected",4
"halftime",247
"halfway",278
"halfyear",4
"halibut",37
"hall",599
"halls",118
"hallway",192
"hallways",55
"halo",29
"halt",139
"halted",62
"halting",27
"halved",34
"halves",58
"hammer",121
"hammered",75
"hamper",36
"hampered",40
"hamsters",13
"hamstring",113
"hand",4013
"handcrafted",37
"handcut",17
"handed",493
"handeye",5
"handful",462
"handheld",61
"handicap",50
"handle",1144
"handlers",25
"handling",356
"handmade",179
"handout",24
"handprints",5
"handrolled",6
"hands",2502
"handset",19
"handsfree",13
"handshake",41
"handsome",264
"handwriting",58
"handy",218
"handyman",22
"hang",1192
"hangar",21
"hanging",938
"hangout",99
"hangover",125
"hangs",122
"hapiness",2
"hapless",35
"happen",3355
"happend",20
"happened",3245
"happening",1181
"happenings",59
"happens",1972
"happier",264
"happiness",606
"happy",6685
"harassed",56
"harassing",36
"harassment",129
"harbor",122
"harbour",25
"hard",7382
"hardboiled",25
"harder",828
"hardest",375
"hardly",637
"hardship",67
"hardships",42
"hardware",177
"hardwork",8
"harkens",7
"harlot",6
"harm",405
"harmonize",8
"harmony",134
"harnessed",20
"harsh",251
"harvest",170
"has",51285
"hashtag",237
"hashtags",49
"hasn",1078
"hasnt",341
"hassled",7
"hastened",11
"hasty",25
"hat",696
"hate",4111
"hated",327
"hatemongering",2
"hater",78
"hates",319
"hath",95
"hatin",44
"hating",170
"hatred",161
"haul",127
"haulers",10
"hauling",34
"haunted",144
"haunting",109
"have",101374
"haven",2878
"havens",27
"havent",886
"having",7252
"hawk",49
"hawkish",4
"hay",124
"hazard",83
"haze",57
"hbuu",2
"hdmi",3
"he",68052
"head",6035
"headache",285
"headaches",78
"headbands",26
"headbanging",8
"headdesk",3
"headed",1217
"header",68
"heading",936
"headline",180
"headlined",36
"headliner",27
"headlines",195
"headphones",180
"headquartered",32
"headquarters",355
"heads",925
"headtohead",32
"heal",251
"healing",392
"health",3712
"healthcare",310
"healthful",31
"healthier",219
"healthy",1625
"heaped",28
"hear",5184
"heard",4068
"hearing",1821
"hearings",175
"heart",4673
"heartbreaking",100
"heartbroken",45
"heartfelt",71
"hearts",641
"heartstopping",5
"hearttoheart",2
"heartwarming",32
"hearty",117
"heat",1717
"heated",225
"heating",184
"heats",46
"heaven",611
"heavens",99
"heaviest",27
"heavily",464
"heaving",17
"heavy",1187
"heavyequipment",4
"heavyweight",39
"hectic",88
"hed",281
"hedgerow",4
"hee",60
"heeded",8
"heels",355
"hefty",102
"hehe",187
"heifer",11
"height",372
"heights",138
"heiress",19
"heirloom",39
"heist",31
"held",2719
"helicopter",208
"helicopters",90
"heliport",3
"hella",111
"hello",642
"helmet",170
"help",10518
"helped",2092
"helpful",567
"helping",1482
"helplessly",16
"helps",1270
"hemophilia",5
"hemp",41
"hence",173
"henceforth",17
"hens",38
"her",39596
"herb",100
"herbicide",14
"herbs",226
"herders",4
"here",17355
"hereafter",11
"herejust",2
"heres",206
"heritage",227
"hermit",16
"hero",509
"heroes",231
"heroin",131
"heroine",111
"herpes",33
"herr",6
"hers",180
"herself",1152
"hershe",5
"herworld",3
"hes",1542
"hesitate",132
"hesitated",32
"heterosexual",43
"hey",2248
"heyday",36
"hi",807
"hiatus",98
"hiccups",45
"hidden",517
"hide",619
"hides",66
"hiding",378
"high",6814
"highdefinition",21
"highend",115
"higher",2018
"highest",850
"highfive",20
"highimpact",5
"highlight",391
"highlighted",167
"highlighting",100
"highlights",342
"highly",1061
"highprofile",158
"highquality",71
"highs",121
"highspeed",91
"hightech",92
"highway",356
"highways",80
"hike",319
"hikes",103
"hilarious",592
"hilarity",21
"hill",398
"hills",251
"hillside",41
"hillsides",11
"hilltop",18
"him",23102
"himher",36
"himlol",3
"himself",2817
"hindsight",48
"hinges",39
"hint",334
"hinted",65
"hints",175
"hip",434
"hiphop",160
"hips",127
"hire",585
"hired",641
"hires",91
"hiring",579
"his",55957
"hisher",86
"historians",71
"historic",532
"historical",523
"historically",155
"histories",66
"history",3400
"hit",5407
"hitler",8
"hitormiss",5
"hits",1277
"hitter",239
"hitters",175
"hitting",911
"hives",43
"hm",204
"hmm",139
"hmu",34
"ho",94
"hoagies",3
"hoarder",14
"hoarseness",2
"hoax",37
"hobbies",47
"hobby",148
"hockey",576
"hoe",209
"hoes",186
"hog",44
"hoisted",17
"hoisting",11
"hold",2808
"holders",144
"holding",1304
"holdings",50
"holdout",11
"holds",693
"hole",846
"holes",452
"holiday",1419
"holidays",567
"holler",41
"hollow",76
"holy",425
"home",15009
"homeboys",8
"homebrew",27
"homebrewers",12
"homebuilding",7
"homegirl",13
"homegrown",64
"homeice",9
"homeland",100
"homelands",11
"homeless",456
"homemade",393
"homeowner",82
"homeowners",298
"homer",250
"homerless",7
"homeroom",13
"homers",183
"homes",1285
"homeschool",46
"homeschooling",49
"homesick",33
"homesteading",6
"hometown",283
"homework",589
"homicidal",11
"homicide",155
"homie",272
"homogenous",10
"homophobia",18
"homophobic",31
"homosexual",69
"homosexuality",76
"hone",33
"honest",988
"honestly",722
"honesty",182
"honey",510
"honeycomb",12
"honeymoon",88
"honk",16
"honor",1085
"honored",427
"honoring",100
"honors",190
"honour",90
"honoured",22
"hood",239
"hooded",24
"hoodie",97
"hook",392
"hooked",274
"hooker",36
"hoop",105
"hoot",51
"hop",596
"hopbomb",2
"hope",8063
"hoped",494
"hopeful",276
"hopefully",1017
"hopeless",101
"hopelessly",28
"hopes",1035
"hoping",1574
"hopped",105
"hopping",114
"hoppy",41
"hops",235
"horde",29
"horizontal",93
"hormone",96
"hormones",92
"horn",148
"horrible",656
"horrid",48
"horrific",126
"horrified",66
"horror",492
"horrors",57
"horse",712
"horsedrawn",19
"horsepower",47
"horseradish",32
"horses",380
"hospital",1722
"hospitalized",108
"hospitals",388
"host",1161
"hosta",3
"hostage",77
"hosted",374
"hostile",118
"hostility",39
"hosting",527
"hot",3431
"hotel",1472
"hotels",343
"hott",25
"hound",29
"hounding",9
"hour",3477
"hourlong",51
"hourly",52
"hours",5539
"house",6830
"housebaked",2
"household",347
"households",149
"housekeeper",35
"houseplants",7
"houses",772
"housewives",45
"housing",826
"houston",45
"hovering",71
"how",27614
"howard",10
"howdy",21
"however",2407
"howl",38
"howling",37
"howls",17
"hp",25
"hr",212
"hrs",309
"hs",36
"hub",132
"hubby",318
"hubs",84
"huddle",38
"hue",41
"huffing",15
"huffy",7
"hug",425
"huge",2664
"hugged",93
"hugging",83
"huh",461
"hulk",23
"hum",50
"human",2479
"humane",54
"humanities",57
"humanity",299
"humanoid",13
"humans",503
"humble",252
"humbled",86
"humbling",52
"humbly",32
"humid",90
"humiliating",33
"humility",96
"hummer",3
"humor",488
"humorless",8
"humorous",103
"hump",83
"hunched",21
"hundred",580
"hundreds",925
"hung",437
"hunger",263
"hungrier",10
"hungry",833
"hunky",8
"hunt",380
"hunted",38
"hunter",141
"hunting",357
"hurdles",148
"hurry",310
"hurryup",3
"hurt",1836
"hurting",272
"hurts",608
"husband",2470
"husbands",201
"hustle",120
"hustled",27
"hut",31
"hydraulic",51
"hydroelectric",19
"hydrologist",3
"hygiene",43
"hym",2
"hype",217
"hyperactive",19
"hyperlocal",12
"hypersensitive",7
"hyphens",3
"hypocrisy",89
"hypocrites",27
"hysterics",8
"i",25273
"iCloud",26
"iOS",93
"iPad",817
"iPhone",914
"iPhones",59
"iPod",252
"iPods",51
"ice",1645
"iceberg",65
"iced",103
"icequeen",3
"icing",153
"icon",308
"iconic",238
"iconoclastic",4
"id",192
"idc",24
"idea",5278
"ideal",470
"ideas",2208
"idec",2
"identical",169
"identified",617
"identifies",62
"identify",528
"identifying",128
"identities",72
"identity",602
"ideological",105
"ideologue",6
"ideology",133
"idiot",306
"idiotic",33
"idiots",161
"idk",428
"idle",64
"idol",191
"idunno",3
"ie",430
"if",36557
"iffy",18
"ight",20
"ignites",13
"ignorance",177
"ignorant",174
"ignore",551
"ignored",358
"ignores",83
"ignoring",224
"iht",2
"ijs",12
"ikr",46
"ill",1138
"illegal",848
"illegally",202
"illegitimate",20
"illiterate",23
"illness",386
"illnesses",78
"illuminates",11
"illuminati",10
"illusion",143
"illustration",96
"illustrations",113
"illustrator",44
"illustrious",27
"ilove",6
"im",3985
"ima",300
"image",1503
"images",1021
"imaginable",42
"imaginary",94
"imagination",393
"imaginative",66
"imagine",1383
"imagined",287
"imagines",34
"imaging",52
"imams",3
"imitates",7
"imitation",57
"imma",204
"immaterial",15
"immediate",494
"immediately",1619
"immense",115
"immensely",79
"immersed",61
"immersion",42
"immersive",19
"immigrant",189
"immigrants",493
"immigration",667
"imminent",71
"immortal",68
"immune",161
"immunity",68
"immvt",2
"impact",1313
"impacts",117
"impairment",28
"impaled",6
"impassively",4
"impatiens",3
"impatient",84
"impedes",6
"imperative",75
"imperfect",64
"imperial",61
"imperialism",20
"imperil",6
"impish",7
"implant",21
"implantable",5
"implants",34
"implausibility",2
"implement",192
"implementation",116
"implemented",143
"implementing",83
"implicated",50
"implicit",33
"implies",87
"implored",21
"implosion",11
"importance",582
"important",4392
"importantly",344
"imported",117
"impose",154
"imposed",174
"imposes",15
"imposing",76
"impossibility",15
"impossible",889
"imprecise",10
"impress",150
"impressed",616
"impressing",25
"impression",409
"impressions",85
"impressive",674
"improbable",42
"improper",82
"improperly",62
"improv",61
"improve",1075
"improved",553
"improvement",402
"improvements",319
"improves",101
"improving",335
"impulse",81
"impulses",31
"impulsive",25
"imu",5
"in",307875
"inability",178
"inaccurate",70
"inaction",37
"inactivated",3
"inadequacy",12
"inadequate",103
"inappropriate",209
"inarticulate",5
"inaugural",131
"inauguration",45
"inbounds",8
"inbox",155
"incarcerate",5
"incarcerated",32
"incarnate",15
"incentive",208
"incentives",222
"inception",54
"inch",736
"inches",678
"incident",793
"incidental",22
"incidentally",32
"incidents",250
"incl",37
"inclement",23
"inclination",31
"inclined",147
"include",2674
"included",1649
"includes",1695
"including",5822
"inclusion",107
